,transformed_text,target
1976,lol alright thinkin haha,0
1977,repli win weekli 2006 fifa world cup held send stop 87239 end servic,1
1978,boat still mom check yo half nake,0
1979,shhhhh nobodi suppos know,0
1981,sorri call later meet thing relat trade pleas call arul lt gt,0
1982,hey late amk need drink tea coffe,0
1984,urgent pleas call 09061743810 landlin abta complimentari 4 tenerif holiday 5000 cash await collect sae cs box 326 cw25wx 150 ppm,1
1985,length e e top shorter n got fring thk go liao lazi dun wan 2 distract u also,0
1986,antha num corrct dane,0
1989,basket gettin full might tonight,0
1990,hi darlin ive got back realli nice night thank much lift see u tomorrow xxx,0
1991,valentin huh proof fb page ugh glad realli watch rupaul show tool,0
1992,free tone hope enjoy new content text stop 61610 unsubscrib provid,1
1993,eh den sat u book e kb liao huh,0
1994,practis curtsey,0
1996,lol boo hope laugh,0
1997,def up4 someth sat,0
1998,well leav class babe never came back hope nice sleep love,0
1999,lmao fish memori need,0
2000,b go 2 sch mon si need 2 take smth,0
2001,idea soon get convert live,0
2002,themob yo yo come new select hot download member get free click open next link sent ur fone,1
2003,india go draw seri mani year south african soil,0
2004,goodmorn today late lt decim gt min,0
2005,ca take major role commun outreach rock mel,0
2006,shop lor rain mah hard 2 leav orchard,0
2007,hi birth 8lb 7oz mother babi brilliantli,0
2008,see forward messag proof,0
2009,ca keep go never intent run choos rather keep room clean say visitor mayb best choic ye want embarass mayb feel feel friend want drop buy say happen morn tri everyth know els,0
2010,dunno lei thk mum lazi go neva ask yet,0
2011,whatev want know rule talk earlier week start happen show respons yet everi week bend rule way way whatev tire thia argument everi week lt gt movi doesnt inlud preview still get 1,0
2012,beauti truth graviti read care heart feel light someon feel heavi someon leav goodmorn,0
2013,great news call freefon 08006344447 claim guarante cash gift speak live oper,1
2014,ambrith madurai met u arun dha marrg remembr,0
2015,read shame tell take run blame u 4 ever realli 4 ever long time,0
2016,princess kitti shave natur,0
2017,better bb wont use wife doctor,0
2018,ya came ago,0
2019,tomorrow onward eve 6 3 work,0
2020,anyth lor toa payoh got place 2 walk meh,0
2021,anybodi number still thought tact way ask alex,0
2022,u win music gift voucher everi week start txt word draw 87066 tsc,1
2023,movi theatr go watch unlimit movi pay,0
2024,u lunch alon bore,0
2025,ye obvious potato speak soon,0
2026,nah man car meant cram full peopl,0
2027,got new job bar airport satsgettin hour mean lie keep touch,0
2028,kalli readi bat 2nd inning,0
2029,thanx birthday alreadi,0
2030,ugh ca u apolog admit u wrong ask take u back,0
2031,noe la u wana pei bf oso rite k lor day den,0
2032,ye small kid boost secret energi,0
2033,im gon na miss u much,0
2034,avatar suppos subtoitl,0
2035,simpli sit watch match offic,0
2036,jot thing want rememb later,0
2037,oh sorri pleas,0
2038,hey go lo lesson gym,0
2039,dont pack buy cereal must pack food pack gari someth 9ja miss,0
2040,alway make thing bigger,0
2041,ìï dun wan watch infern affair,0
2042,wake 4 afternoon sup,0
2044,send pic like,0
2045,okay book alreadi includ one bugi,0
2046,aight fuck get later,0
2047,de call time ill tell k,0
2048,dont use hook,0
2049,much blackberri bold2 nigeria,0
2050,hi home calicut,0
2051,hey darlin pick u colleg u tell wen 2 mt love pete xx,0
2052,call 09094100151 use ur min call cast mob vari servic provid aom aom box61 m60 1er u stop age,1
2053,oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb oki lor u call readi,0
2054,late need go n get da laptop,0
2055,sir wait mail,0
2056,charg mobil get morn,0
2057,noth got msg frm tht unknown,0
2058,ugh fuck resub eve,0
2059,see shadow get earli spring yay,0
2060,one slice one breadstick lol,0
2061,hey want crave miss need love ahmad saeed al hallaq,0
2062,train tomorrow,0
2063,urgent mobil bonu caller prize 2nd attempt reach call 09066362220 asap box97n7qp 150ppm,1
2064,pass di ur contact n see wat u get red luv wid blue u put smile face purpl u r reali hot pink u r swt orang thnk lyk green reali wana go wid yelow wnt u bck black jealou brown miss nw plz giv one color,0
2065,co daddi arrang time c wat time fetch mah,0
2066,eldest know,0
2067,say hi drugdeal,0
2068,hard believ thing like say lie think twice say anyth,0
2069,eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight pobox36504w45wq 150p,1
2070,sexi singl wait text age follow gender wither f gay men text age follow,1
2071,good night dear sleepwel amp take care,0
2072,wondarful song,0
2073,freemsg claim ur 250 sm ok 84025 use web2mobil 2 ur mate etc join c box139 la32wu 16 remov txtx stop,1
2074,yar lor actual quit fast co da ge slow wat haha,0
2075,must come later normal bath da afternoon mah,0
2076,trust even,0
2077,hey goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bu home he sweet latelyxxx,0
2078,85233 free rington repli real,1
2079,take like noon,0
2080,open mca,0
2081,aight wat happen side,0
2082,done oredi,0
2083,sweet well princess pleas tell like dislik bed,0
2084,wish great semest,0
2085,moji love word rich day,0
2086,dude like buff wind,0
2087,babe,0
2088,well done england get offici poli rington colour flag yer mobil text tone flag 84199 txt eng stop box39822 w111wx,1
2089,ca give everyth want need actual could better yor got money ca get work ca get man ca pay rent ca even fill fuck ga tank ye stress depress even call home thanksgiv cuz tell noth,0
2090,kalli wont play first two odi,0
2091,get cash togeth text jason,0
2092,oh love soooo good hear omg miss much today sorri problem provid thank tming,0
2093,final chanc claim ur worth discount voucher today text ye 85023 savamob member offer mobil cs savamob pobox84 m263uz sub 16,1
2095,probabl want pick,0
2096,done,0
2097,cutest girl world,0
2098,dice art class 6 thru 9 thank though idea time come tomorrow,0
2099,sm servic inclus text credit pl goto unsubscrib stop extra charg po box420 ip4 5we,1
2100,oh howda gud gud math en samachara chikku,0
2101,thk 530 lor dunno get ticket wat u,0
2102,audri lousi autocorrect,0
2103,site simul test give tough question test readi,0
2104,anyway serious hit back otherwis light armand alway shit vomit,0
2105,fetch yun u fetch,0
2106,thank like well,0
2107,hmmm imagin come home rub feet make dinner help get readi date sure readi kind life,0
2109,lara said loan lt gt,0
2110,spare power suppli,0
2111,yar quit clever aft mani guess lor got ask 2 bring thk darren will 2 go aiya thk leona still attach wat,0
2112,winner special select receiv cash award speak live oper claim call cost 10p,1
2113,yeah go bed back midnight,0
2114,sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop,1
2115,well avail washob nob last night ask nickey platt instead,0
2116,time week ryan,0
2117,wish u mani mani return day happi birthday vikki,0
2118,u win music gift voucher everi week start txt word draw 87066 tsc skillgam 1winaweek age16 150ppermesssubscript,1
2119,hope know still mad,0
2120,argh 3g spotti anyway thing rememb research provinc sterl place look,0
2121,xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnungal ipaditan,0
2122,know result,0
2125,sorri im get feel realli total reject kinda thing,0
2126,got shitload diamond though,0
2127,tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,0
2128,well go aunti,0
2129,mine like fr china noisi,0
2130,later guess needa mcat studi,0
2131,train manual show tech process password reset troubleshoot,0
2132,b4u voucher marsm log onto discount credit opt repli stop custom care call 08717168528,1
2133,spoke uncl john today strongli feel need sacrific keep go call beg listen dont make promis make clear thing easi need pleas let us work thing long keep expect help creativ stifl pl keep happi promis part,0
2135,carlo took leav minut,0
2136,well done luv ya,0
2137,came hostel,0
2138,k still love,0
2139,juz rememb got ta bath dog today,0
2140,drug abl eat,0
2141,alright took morphin back yo,0
2142,see requir pleas,0
2143,stayin troubl stranger saw dave day heåõ sort still bloke u gona get girl mr ur mum still think get 2getha,0
2144,freemsg hey buffi 25 love satisfi men home alon feel randi repli 2 c pix qlynnbv help08700621170150p msg send stop stop txt,1
2146,collect ur laptop,0
2147,later show around want cld drink wld prefer spend money nosh mind nxt wk,0
2148,get home,0
2149,waaaat lololo ok next time,0
2150,tabl occupi wait tree,0
2151,sure dont forgot come alway touch,0
2152,hi kindli give us back document submit loan stapati,0
2153,dont shall buy one dear,0
2154,oh god happi see messag 3 day,0
2155,year mani mile,0
2156,hey cuti goe wale kinda like hill shit still avent kill,0
2157,sad stori man last week wife wish parent forgot n kid went work even colleagu wish enter cabin pa said happi boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake,0
2158,think go honesti road call bank tomorrow tough decis make us great peopl,0
2159,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 87077 get txting tell ur mate zed pobox 36504 w45wq,1
2160,specialis work slave labor look month sha co shakara 4 beggar,0
2161,repli boy chang phone number,0
2163,hi darlin im way london smash anoth driver big dent im realli miss u u xxx,0
2164,noth realli make sure everybodi speed,0
2165,come home 4 dinner,0
2166,thank way lost,0
2167,good crickit mind,0
2168,thx well month,0
2170,pleas come imin urgoin outl8r,0
2171,wont wat wit guy,0
2172,yavnt tri yet never play origin either,0
2173,hiya good day spoken sinc weekend,0
2174,see thought,0
2176,get readi moan scream,0
2177,oh k got job what,0
2178,think need go late school night especi one class one miss last wednesday probabl fail test friday,0
2179,pop lt gt ibuprofen help,0
2180,babe goe day sip cappuccino think love send kiss across sea,0
2181,ok,0
2182,ps u ur grown right,0
2183,chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,0
2184,know peopl hit fuck ye,0
2185,puriti friendship two smile read forward messag smile see name gud evng,0
2186,anyth specif regard jaklin idk fuck,0
2187,oh god gon na googl nearbi cliff,0
2188,free camera phone linerent 750 cross ntwk min price txt bundl deal also avbl call 08001950382 mf,1
2189,yup shd haf ard 10 page add figur ìï got mani page,0
2190,ooh 4got gon na start belli danc moseley wed u want 2 join cafe,0
2191,thankyou much call appreci care,0
2192,congrat treat mail 2 mail mother mail,0
2193,call one pick e phone ask alreadi said ok,0
2194,hi email address chang,0
2195,happi advanc,0
2196,much textin bout,0
2197,bring got,0
2198,movi call 4 wat,0
2199,sure stomach,0
2200,haha dinner cousin,0
2201,boy late 2 home father,0
2202,man carlo definit come mu tonight excus,0
2203,soon real thing princess make wet,0
2204,raji pl favour pl convey birthday wish nimya pl today birthday,0
2205,haha leg neck kill amigo hope end night burn think could swing like hour,0
2206,urgent mobil 07xxxxxxxxx bonu caller prize 2nd attempt reach call 09066362231 asap box97n7qp 150ppm,1
2207,usual bodi take care buy make sure doesnt progress pl continu talk saturday,0
2208,urgent 4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min,1
2209,hmm well night night,0
2210,want say holi shit guy kid bud,0
2211,gettin bit arti collag mo well tryin 2 ne way got roast min love shall enjoy,0
2212,one day billion class right,0
2213,goodmorn today late 2hr back pain,0
2214,ok let noe later n ask call u tmr,0
2216,ok walik ard u wan 2 buy anyth go ur hous,0
2217,two carton u pleas shelv,0
2218,nice talk pleas dont forget pix want see,0
2219,guarante cash prize claim yr prize call custom servic repres 08714712379 cost 10p,1
2220,realli quit funni lor wat u shd haf run shorter distanc wat,0
2221,notic like look shit mirror your turn right freak,0
2222,great get worri know wonder care person like best life know u r wonder god love,0
2223,thank rington order ref number k718 mobil charg tone arriv pleas call custom servic 09065069120,1
2224,prefer free day tue wed fri oso ìï ask workin lor,0
2225,alrit jod how revis goin keri bin doin smidgin n e way u wan na cum colleg xx,0
2226,beliv come home,0
2227,oh take test,0
2228,exact intent,0
2229,haha money leh later got go tuition haha look empti slot drive lesson,0
2230,hey thk juz go accordin wat discuss yest lor except kb sun co nt much lesson go attend kb sat,0
2231,k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr 6pm,0
2232,noth get msg di name wit differ,0
2234,room number wan na make sure knock right door,0
2235,listened2th plaid gd new air1 boughtåóbraindanceåóa aphexåõ abel,0
2236,pl tell nelson bb longer comin money expect aint come,0
2237,give someth drink take vomit temp might drop unmit howev let know,0
2238,think sent text home phone cant display text still want send number,0
